,importance,stddev,p_value,n,p99_high,p99_low
clientscnt_304L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_360L,0.0,0.0,0.5,5,0.0,0.0
max_actualdpd_943P,0.0,0.0,0.5,5,0.0,0.0
validfrom_1069D,0.0,0.0,0.5,5,0.0,0.0
clientscnt_493L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_887L,0.0,0.0,0.5,5,0.0,0.0
posfstqpd30lastmonth_3976962P,0.0,0.00014142135623729392,0.5,5,0.00029118852714345384,-0.00029118852714345384
posfpd30lastmonth_3976960P,0.0,0.0,0.5,5,0.0,0.0
posfpd10lastmonth_333P,0.0,0.0,0.5,5,0.0,0.0
clientscnt_946L,0.0,0.0,0.5,5,0.0,0.0
isbidproduct_1095L,0.0,0.0,0.5,5,0.0,0.0
numnotactivated_1143L,0.0,0.0,0.5,5,0.0,0.0
numpmtchanneldd_318L,0.0,0.0,0.5,5,0.0,0.0
assignmentdate_4527235D,0.0,0.0,0.5,5,0.0,0.0
pmtaverage_4527227A,0.0,0.0,0.5,5,0.0,0.0
pmtcount_4527229L,0.0,0.0,0.5,5,0.0,0.0
assignmentdate_4955616D,0.0,0.0,0.5,5,0.0,0.0
for3years_128L,0.0,0.0,0.5,5,0.0,0.0
for3years_584L,0.0,0.0,0.5,5,0.0,0.0
mastercontrelectronic_519L,0.0,0.0,0.5,5,0.0,0.0
lastrepayingdate_696D,0.0,0.0,0.5,5,0.0,0.0
forweek_528L,0.0,0.0,0.5,5,0.0,0.0
lastotherlnsexpense_631A,0.0,0.0,0.5,5,0.0,0.0
lastotherinc_902A,0.0,0.0,0.5,5,0.0,0.0
lastdependentsnum_448L,0.0,0.0,0.5,5,0.0,0.0
pmtcount_4955617L,0.0,0.0,0.5,5,0.0,0.0
interestrategrace_34L,0.0,0.0,0.5,5,0.0,0.0
actualdpdtolerance_344P,0.0,0.0,0.5,5,0.0,0.0
commnoinclast6m_3546845L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_136L,0.0,0.0,0.5,5,0.0,0.0
max_credacc_maxhisbal_375A,0.0,0.0,0.5,5,0.0,0.0
max_credacc_transactions_402L,0.0,0.0,0.5,5,0.0,0.0
max_monthlyinstlamount_332A,0.0,0.0,0.5,5,0.0,0.0
clientscnt_257L,0.0,0.0,0.5,5,0.0,0.0
max_overdueamountmaxdatemonth_284T,0.0,0.0,0.5,5,0.0,0.0
max_overdueamountmax_35A,0.0,0.0,0.5,5,0.0,0.0
max_numberofoverdueinstlmax_1151L,0.0,0.0,0.5,5,0.0,0.0
max_dateofcredstart_181D,0.0,0.0,0.5,5,0.0,0.0
max_dateofcredend_353D,0.0,0.0,0.5,5,0.0,0.0
max_overdueamountmax2_398A,0.0,0.0,0.5,5,0.0,0.0
max_overdueamountmaxdateyear_2T,0.0,0.0,0.5,5,0.0,0.0
max_numberofcontrsvalue_258L,0.0,0.0,0.5,5,0.0,0.0
max_dateofcredstart_739D,0.0,0.0,0.5,5,0.0,0.0
max_numberofoverdueinstls_834L,0.0,0.0,0.5,5,0.0,0.0
max_overdueamount_31A,0.0,0.0,0.5,5,0.0,0.0
max_outstandingamount_354A,0.0,0.0,0.5,5,0.0,0.0
max_monthlyinstlamount_674A,0.0,0.0,0.5,5,0.0,0.0
max_num_group1_10,0.0,0.0,0.5,5,0.0,0.0
max_instlamount_852A,0.0,0.0,0.5,5,0.0,0.0
max_residualamount_856A,0.0,0.0,0.5,5,0.0,0.0
clientscnt_157L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_1130L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_1071L,0.0,0.0,0.5,5,0.0,0.0
clientscnt_100L,0.0,0.0,0.5,5,0.0,0.0
applicationcnt_361L,0.0,0.0,0.5,5,0.0,0.0
max_credlmt_935A,0.0,0.0,0.5,5,0.0,0.0
max_refreshdate_3813885D,0.0,0.0,0.5,5,0.0,0.0
max_dpdmaxdateyear_596T,0.0,0.0,0.5,5,0.0,0.0
max_dpdmax_757P,0.0,0.0,0.5,5,0.0,0.0
max_dpdmaxdatemonth_442T,0.0,0.0,0.5,5,0.0,0.0
max_dpdmaxdateyear_896T,0.0,0.0,0.5,5,0.0,0.0
max_totalamount_996A,-2.2204460492503132e-17,0.00014142135623733317,0.5000000000001317,5,0.00029118852714351244,-0.0002911885271435569
max_dpdmaxdatemonth_89T,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
maxannuity_4075009A,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
max_numberofcontrsvalue_358L,-3.999999999999559e-05,8.944271909998174e-05,0.8130495168499705,5,0.00014416379485661997,-0.00022416379485661118
